,nodeid1,nodeid2
153724,79269,15608
153725,133026,17308
153726,136616,75328
153727,69594,73795
153728,23903,17032
153729,95499,143399
153730,101721,103309
153731,128441,111277
153732,124141,106222
153733,16263,126118
153734,48329,116109
153735,37627,9051
153736,15644,54213
153737,48405,49331
153738,50488,1003
153739,49676,88394
153740,70895,88705
153741,99990,40428
153742,113285,33761
153743,136752,66123
153744,76232,24982
153745,90074,25977
153746,43475,143225
153747,12088,74786
153748,36107,107019
153749,68552,69487
153750,34323,43289
153751,114758,85025
153752,59081,84779
153753,11852,73989
153754,64548,35740
153755,33568,57557
153756,49914,109755
153757,41356,68775
153758,135335,17442
153759,8346,35004
153760,133598,93985
153761,14897,17001
153762,27521,78545
153763,60589,145262
153764,91518,93812
153765,140273,75697
153766,117284,63548
153767,24422,93050
153768,92717,64030
153769,71940,46455
153770,109129,108333
153771,61624,6984
153772,103526,54364
153773,60155,80412
153774,26596,76166
153775,52474,84289
153776,12633,10754
153777,40113,137611
153778,114523,27003
153779,110929,105359
153780,78079,102571
153781,54383,97118
153782,87306,77068
153783,51455,36534
153784,97339,110324
153785,36692,132599
153786,32009,35133
153787,12390,11588
153788,34087,57842
153789,18669,134585
153790,98411,76587
153791,99314,128655
153792,137827,43352
153793,36646,47708
153794,79017,94565
153795,144152,113244
153796,61287,145179
153797,19077,54206
153798,22448,95259
153799,128734,215
153800,133891,124635
153801,71374,40791
153802,143073,145225
153803,118956,128988
153804,17576,47104
153805,56386,115783
153806,68260,143032
153807,117198,88369
153808,115958,99586
153809,96577,7148
153810,64784,49640
153811,86726,3967
153812,94064,90617
153813,13645,132071
153814,111666,91875
153815,128563,141150
153816,86226,85967
153817,84191,121194
153818,85407,88449
153819,98951,120496
153820,141470,24172
153821,50017,78420
153822,56081,143219
153823,18436,7696
153824,39839,8037
153825,122176,59990
153826,118138,61956
153827,133891,95057
153828,32854,13250
153829,68318,94748
153830,8140,15662
153831,76631,32270
153832,12681,128361
153833,50131,112454
153834,63226,42468
153835,81521,88803
153836,9733,58990
153837,50048,9494
153838,110488,100652
153839,133930,91681
153840,116110,35310
153841,18867,119721
153842,133923,88391
153843,35993,77180
153844,92086,129837
153845,179,90069
153846,143334,119487
153847,115629,570
153848,10746,81505
153849,110794,49201
153850,76982,64302
153851,127304,26270
153852,109575,103442
153853,22608,70253
153854,28788,135397
153855,31194,66226
153856,125066,137506
153857,43197,42540
153858,33413,46590
153859,24982,108837
153860,48778,115668
153861,47734,75449
153862,93182,130619
153863,42644,38289
153864,124948,111224
153865,1924,92498
153866,23364,1026
153867,38603,83684
153868,33187,41323
153869,36666,143227
153870,96826,43847
153871,68303,107776
153872,99877,100786
153873,101252,120572
153874,36533,32686
153875,139125,76748
153876,103771,131192
153877,90309,21313
153878,102929,103224
153879,116305,78786
153880,46238,42193
153881,75063,6796
153882,75890,92723
153883,7103,53781
153884,3447,106046
153885,134700,118877
153886,38428,16044
153887,87471,132846
153888,113900,94422
153889,12012,14143
153890,112412,3
153891,37161,42821
153892,138572,6503
153893,44501,110675
153894,77747,12527
153895,17221,39752
153896,7790,134278
153897,57646,43309
153898,50690,52929
153899,134377,99900
153900,57382,38666
153901,28637,56827
153902,25901,95571
153903,21736,64058
153904,90185,1169
153905,144561,84760
153906,18154,140749
153907,42982,117971
153908,2800,34472
153909,125618,78186
153910,115510,53987
153911,127592,46244
153912,59216,4830
153913,30086,12441
153914,76054,115114
153915,116178,140468
153916,23527,29458
153917,88385,42068
153918,136914,138064
153919,106540,79108
153920,54177,64007
153921,63780,61999
153922,28242,144207
153923,89087,41053
153924,92870,76013
153925,17166,120903
153926,89555,22241
153927,52257,86302
153928,120960,133596
153929,99518,53087
153930,92094,43062
153931,117062,55262
153932,133834,63056
153933,70999,66689
153934,133973,4253
153935,124614,13099
153936,144240,112363
153937,22087,24947
153938,69773,76282
153939,126015,15627
153940,140174,76003
153941,133835,50422
153942,57871,93187
153943,82624,58259
153944,101304,43542
153945,106197,112957
153946,22472,21626
153947,80239,78060
153948,77570,98104
153949,125505,17275
153950,65353,123075
153951,109219,27810
153952,51703,141027
153953,84764,29094
153954,12162,44790
153955,79896,35348
153956,134170,112155
153957,50611,110967
153958,20926,127531
153959,122104,9158
153960,37795,139131
153961,80710,82598
153962,69800,107465
153963,37314,127416
153964,125279,136759
153965,104435,55666
153966,53802,53260
153967,142052,6562
153968,68480,67464
153969,128996,114964
153970,124173,64594
153971,37430,50467
153972,42730,68303
153973,11919,54270
153974,121062,104444
153975,30585,109737
153976,17490,72738
153977,100696,140943
153978,123775,95785
153979,131216,109474
153980,76079,76463
153981,138715,92818
153982,46911,20317
153983,70145,7622
153984,123011,35206
153985,33152,76875
153986,141324,64760
153987,11671,83535
153988,94027,3782
153989,87737,108644
153990,45271,110993
153991,36910,82550
153992,100053,110102
153993,38111,13624
153994,117381,33442
153995,98096,140188
153996,46974,90619
153997,108554,85592
153998,68924,120021
153999,120303,104137
154000,54769,88050
154001,20240,29304
154002,7400,80193
154003,75430,8866
154004,21911,79582
154005,46956,87045
154006,76470,8081
154007,86195,12650
154008,34577,50337
154009,14363,14363
154010,100676,5022
154011,121531,137519
154012,12083,46326
154013,83108,39212
154014,25079,134541
154015,131374,84366
154016,101148,85300
154017,144004,102904
154018,141231,112653
154019,97712,141539
154020,86179,76587
154021,135040,87631
154022,42252,136172
154023,104169,121631
154024,13919,76091
154025,4320,634
154026,61324,116305
154027,127431,6921
154028,119976,57996
154029,22164,116280
154030,133520,55035
154031,66326,142820
154032,118093,127194
154033,116730,78506
154034,79225,92895
154035,99708,78118
154036,3286,96627
154037,81753,53619
154038,34698,59354
154039,130529,58130
154040,108499,116915
154041,3062,133713
154042,66099,140085
154043,71023,98342
154044,36521,47566
154045,144732,98935
154046,13752,10541
154047,113759,89098
154048,15039,24705
154049,1588,33836
154050,143483,22128
154051,84550,129803
154052,91165,142499
154053,32841,103173
154054,2002,118024
154055,135033,116323
154056,102699,46098
154057,61408,34584
154058,77691,56854
154059,126555,105191
154060,114521,118209
154061,62250,69582
154062,103063,19745
154063,3925,87258
154064,106688,27721
154065,135636,127327
154066,66517,4445
154067,127659,6972
154068,77481,43265
154069,141049,111479
154070,133954,98876
154071,46127,122466
154072,47798,132458
154073,38463,47633
154074,19701,137075
154075,132800,1101
154076,122332,23754
154077,75485,116419
154078,96184,73265
154079,21689,114617
154080,136566,86507
154081,47048,111695
154082,29395,123280
154083,131567,112773
154084,119543,67970
154085,97907,68344
154086,108796,53572
154087,142278,14014
154088,91949,37249
154089,36868,97521
154090,129514,92028
154091,45964,121978
154092,54062,123154
154093,101850,35134
154094,77804,125086
154095,78727,116315
154096,56992,24351
154097,93613,51507
154098,110018,126526
154099,124252,135677
154100,63743,60754
154101,132488,7091
154102,132136,55131
154103,52723,132588
154104,102515,131133
154105,89069,33256
154106,40638,16390
154107,111740,115977
154108,20214,28235
154109,36548,43007
154110,84116,85843
154111,42654,73863
154112,101267,1166
154113,139672,58979
154114,35624,140773
154115,59866,62174
154116,85092,27355
154117,10570,95448
154118,123533,108689
154119,92554,83083
154120,94840,126614
154121,75144,71449
154122,69396,72377
154123,87628,117534
154124,121288,90121
154125,40040,66146
154126,119440,109054
154127,59844,24682
154128,91803,101190
154129,112738,36278
154130,110884,38391
154131,54624,118499
154132,118499,72389
154133,15210,79968
154134,128413,63651
154135,15546,87345
154136,39937,134345
154137,106444,126091
154138,64351,9449
154139,36369,59812
154140,1528,25959
154141,9150,90792
154142,92307,12170
154143,118812,98968
154144,135453,27471
154145,121766,143843
154146,125310,29065
154147,129665,59227
154148,34264,103765
154149,25534,99567
154150,112741,46790
154151,124003,86840
154152,9584,88292
154153,65917,120189
154154,59092,120076
154155,26844,3086
154156,115973,103305
154157,72182,19378
154158,14548,22053
154159,85969,89838
154160,78249,158
154161,71341,122455
154162,87213,117757
154163,117256,23867
154164,44128,97318
154165,10350,52372
154166,15782,47661
154167,36333,75583
154168,123662,11376
154169,50606,58792
154170,138947,84007
154171,109766,60959
154172,125450,69835
154173,106141,52274
154174,128470,125830
154175,117614,100868
154176,104693,23758
154177,56826,62791
154178,73974,10541
154179,125912,90463
154180,31487,110926
154181,88289,65186
154182,68082,31632
154183,115311,30659
154184,139627,95668
154185,84599,56726
154186,65281,9961
154187,100519,42885
154188,11577,137145
154189,120061,85497
154190,38886,128833
154191,54469,92389
154192,55139,83183
154193,47473,48807
154194,107000,3017
154195,118918,9541
154196,132157,48389
154197,104376,121223
154198,112790,67503
154199,20409,106374
154200,79177,117332
154201,94598,3542
154202,40588,46148
154203,55632,115542
154204,132436,16652
154205,95585,81339
154206,4417,69506
154207,100840,138563
154208,28590,8119
154209,119869,29769
154210,76997,14779
154211,20139,35428
154212,1726,53579
154213,96511,67391
154214,59982,141625
154215,51745,112939
154216,74434,115710
154217,8164,96605
154218,2012,792
154219,113635,127589
154220,101179,19602
154221,97936,22027
154222,11186,11186
154223,144020,115037
154224,81878,28095
154225,57283,49078
154226,75349,8970
154227,140479,134484
154228,6545,5095
154229,3200,78619
154230,97998,4635
154231,106826,108507
154232,137597,33747
154233,130249,123053
154234,24055,28166
154235,101285,4710
154236,114163,95931
154237,15382,67334
154238,33217,104165
154239,6920,67235
154240,101123,21626
154241,127637,29768
154242,135072,105251
154243,60731,64021
154244,69538,19106
154245,26716,21301
154246,144750,99798
154247,63399,133085
154248,448,136750
154249,74616,109713
154250,26616,133344
154251,132701,78347
154252,9001,106498
154253,90667,119883
154254,89241,99731
154255,107510,120746
154256,100987,47167
154257,109190,46005
154258,22084,114159
154259,18531,100222
154260,127673,8525
154261,37928,132260
154262,75214,1213
154263,69695,131421
154264,75701,26681
154265,76020,38434
154266,55241,32682
154267,16157,31282
154268,18178,78436
154269,103218,99920
154270,11179,68572
154271,145243,67873
154272,78412,108575
154273,50192,48080
154274,129268,93133
154275,58425,79446
154276,27980,79450
154277,139437,82880
154278,19698,57630
154279,27822,46642
154280,113151,143574
154281,12601,102613
154282,144659,54660
154283,76018,89844
154284,122890,65863
154285,88969,130229
154286,112403,124685
154287,18371,74767
154288,86488,17746
154289,39412,6703
154290,34776,72890
154291,72628,35132
154292,46606,11523
154293,130928,74297
154294,45614,9365
154295,68252,142949
154296,42592,66827
154297,136187,79765
154298,125813,129578
154299,535,119161
154300,11479,20649
154301,47055,100853
154302,117925,70357
154303,31323,80386
154304,13988,67209
154305,111944,47392
154306,123080,46039
154307,123508,78655
154308,20941,138452
154309,47694,77990
154310,86264,21389
154311,22953,44377
154312,140137,28974
154313,44161,113786
154314,2136,74914
154315,99430,73326
154316,3293,110272
154317,59091,59091
154318,34041,23405
154319,48543,67978
154320,127035,36497
154321,44142,54915
154322,17011,6204
154323,40440,136638
154324,66778,10732
154325,96184,127423
154326,41299,124964
154327,144504,125667
154328,10697,73960
154329,115331,117069
154330,41720,58399
154331,16338,56057
154332,119436,109787
154333,139363,131244
154334,15698,55126
154335,58272,68555
154336,119617,60369
154337,133172,100875
154338,67153,1039
154339,27306,98003
154340,99104,39723
154341,16769,55130
154342,35320,121027
154343,71800,13269
154344,90569,86456
154345,76917,57675
154346,20537,95358
154347,57076,103426
154348,37134,17655
154349,104228,38703
154350,104968,47555
154351,44676,123922
154352,14038,119434
154353,86175,48035
154354,83102,11952
154355,88346,60315
154356,62375,91503
154357,101554,115542
154358,79485,30891
154359,124260,90492
154360,123462,142829
154361,95712,107362
154362,71709,94308
154363,107809,70537
154364,140006,35214
154365,80453,141388
154366,128149,95621
154367,17151,56646
154368,130884,55474
154369,78481,135402
154370,141888,140913
154371,27520,141962
154372,130187,136051
154373,127684,56692
154374,10300,54704
154375,136689,65787
154376,14038,130023
154377,6777,62645
154378,78433,1469
154379,70036,65129
154380,37418,117447
154381,58049,117081
154382,126513,11086
154383,60222,20630
154384,85365,47272
154385,118021,64834
154386,113305,121569
154387,140138,110532
154388,18977,143983
154389,88241,144911
154390,26377,51148
154391,78444,95236
154392,72663,42854
154393,55041,114721
154394,141556,23180
154395,127410,132541
154396,117330,106105
154397,17080,42980
154398,130983,29741
154399,75655,39351
154400,44703,12030
154401,110682,17951
154402,13478,48964
154403,3971,98090
154404,47894,17154
154405,113318,58650
154406,30644,26247
154407,88752,77786
154408,132101,82216
154409,109219,48988
154410,71199,102072
154411,112618,24211
154412,31969,98582
154413,23335,76983
154414,106544,51626
154415,137027,35127
154416,99175,9145
154417,36468,52869
154418,28916,69076
154419,79458,74405
154420,107650,133328
154421,141355,125077
154422,48373,71819
154423,15254,35136
154424,10580,113703
154425,55689,104156
154426,93849,140511
154427,26402,33577
154428,126033,136467
154429,46662,70094
154430,27341,62592
154431,136644,6507
154432,41836,115275
154433,14182,26128
154434,94260,45362
154435,47181,141690
154436,90605,38648
154437,9406,4981
154438,75542,28642
154439,117156,144909
154440,606,20802
154441,21980,30405
154442,97799,117357
154443,26640,39675
154444,134449,25714
154445,86217,30201
154446,12062,46459
154447,9294,99617
154448,74773,43472
154449,86599,7745
154450,37955,12880
154451,101794,86694
154452,122262,30914
154453,50041,62912
154454,144817,42259
154455,143702,95059
154456,67043,67503
154457,7005,76374
154458,17343,109226
154459,62121,2726
154460,66758,7849
154461,10053,23632
154462,128886,84625
154463,67954,119566
154464,58732,59581
154465,76582,104272
154466,56452,16700
154467,119832,63463
154468,50997,144885
154469,83712,74162
154470,104230,77248
154471,142922,55630
154472,97805,82642
154473,17102,78294
154474,882,81672
154475,126316,7508
154476,28241,61963
154477,130477,97723
154478,72522,116428
154479,23427,35721
154480,53575,42146
154481,131402,15818
154482,104101,115055
154483,100124,36026
154484,43054,144675
154485,84975,16706
154486,128578,124590
154487,86407,96710
154488,6550,21146
154489,37218,8678
154490,50644,45338
154491,16934,34323
154492,22127,29685
154493,61252,79803
154494,108775,133694
154495,139909,20859
154496,17606,121856
154497,36067,141761
154498,3236,81568
154499,68327,87990
154500,18208,112297
154501,140489,14020
154502,27132,39081
154503,110000,140960
154504,49383,120568
154505,6887,144087
154506,26906,30160
154507,84697,29566
154508,6051,71100
154509,77502,142993
154510,89108,118304
154511,118208,34818
154512,98478,75223
154513,13646,63978
154514,45085,24041
154515,51800,31475
154516,78396,89577
154517,40599,104302
154518,133861,21081
154519,110343,130939
154520,21784,44247
154521,27523,30063
154522,70352,67872
154523,135033,72693
154524,107176,46493
154525,78026,119531
154526,54278,6756
154527,72243,13068
154528,139477,54686
154529,96255,22583
154530,87305,112362
154531,16304,76923
154532,22830,72734
154533,135972,144976
154534,48135,108427
154535,35125,44272
154536,81409,51058
154537,140217,10759
154538,139773,121714
154539,18344,29386
154540,75448,135910
154541,111363,47495
154542,102272,81959
154543,53950,37270
154544,305,95563
154545,77436,66102
154546,13919,43053
154547,76422,117393
154548,74006,95018
154549,126286,101084
154550,66155,65
154551,93185,23618
154552,90642,39941
154553,29023,103491
154554,118000,124342
154555,93256,101484
154556,98527,4661
154557,68894,121997
154558,112202,63986
154559,124735,113601
154560,97867,141914
154561,53280,22622
154562,85315,53874
154563,95735,33417
154564,65736,126582
154565,137184,97242
154566,73975,54783
154567,495,4699
154568,115188,71235
154569,125010,137810
154570,29346,126348
154571,87470,28257
154572,32751,36295
154573,99348,114582
154574,92228,103386
154575,128251,131970
154576,52768,101327
154577,89559,116158
154578,54532,101202
154579,83606,127342
154580,46781,12820
154581,128008,547
154582,127531,138283
154583,29999,21602
154584,110731,57535
154585,59611,120067
154586,111317,17071
154587,87134,41558
154588,105042,69154
154589,31480,93093
154590,96184,107645
154591,134591,17145
154592,101889,83018
154593,74035,73276
154594,34940,112659
154595,68752,126452
154596,19882,68519
154597,130437,11504
154598,128491,36800
154599,72193,82984
154600,82009,90444
154601,69701,109996
154602,17536,99278
154603,129263,141014
154604,61176,40990
154605,59668,101457
154606,129941,902
154607,111547,58259
154608,102939,144496
154609,5549,83466
154610,39010,119450
154611,12423,12828
154612,78488,22136
154613,39491,141148
154614,92904,91388
154615,113794,29659
154616,4443,66021
154617,130077,47421
154618,100517,72256
154619,87562,16716
154620,117838,61236
154621,28589,125765
154622,27843,43248
154623,106429,48980
154624,75641,9423
154625,108099,101836
154626,83364,139272
154627,66560,21036
154628,134450,95857
154629,94640,99024
154630,90358,141501
154631,44734,6072
154632,7815,16315
154633,98951,123649
154634,81432,11033
154635,925,90006
154636,120758,2046
154637,7936,29094
154638,84333,124889
154639,96849,93173
154640,116387,69423
154641,85912,59723
154642,73409,141742
154643,122303,44850
154644,131076,44291
154645,74522,45013
154646,43656,64477
154647,51581,15642
154648,101127,17788
154649,13264,140719
154650,112975,24506
154651,11151,124148
154652,55234,1125
154653,118898,137530
154654,37491,13396
154655,60591,106
154656,30624,128194
154657,115096,89089
154658,3570,59956
154659,40764,43517
154660,80502,7174
154661,99753,45076
154662,99188,105562
154663,65180,43305
154664,133775,79290
154665,64976,80498
154666,120412,70011
154667,137982,98267
154668,62895,36804
154669,117749,125172
154670,73708,49850
154671,75803,74669
154672,109014,21731
154673,54743,97584
154674,49027,117681
154675,96521,116693
154676,25105,21389
154677,50245,83377
154678,62860,65731
154679,114053,107853
154680,126825,83453
154681,136519,764
154682,70961,8093
154683,137236,103925
154684,73110,77803
154685,140786,81397
154686,121928,142870
154687,137163,110163
154688,25569,62913
154689,86187,47015
154690,55902,36388
154691,57955,118937
154692,14339,55080
154693,42794,139189
154694,77895,100753
154695,130473,142796
154696,82898,106357
154697,51364,130921
154698,136566,114183
154699,102856,56145
154700,24448,14938
154701,117914,80222
154702,75791,14204
154703,33986,124964
154704,140243,59115
154705,134914,122212
154706,113393,62880
154707,57426,57813
154708,128372,87653
154709,19647,138392
154710,17073,42076
154711,8995,29259
154712,5840,95615
154713,39510,55070
154714,129193,101818
154715,22896,91007
154716,99113,105578
154717,34881,100370
154718,7382,61275
154719,140606,84468
154720,107002,138936
154721,124184,104277
154722,117783,31670
154723,33399,47491
154724,20877,96117
154725,68894,85174
154726,41384,5800
154727,50784,144480
154728,103408,44817
154729,61887,50890
154730,6288,17739
154731,36032,91272
154732,54011,96430
154733,17962,5520
154734,31010,114890
154735,113663,78965
154736,116193,144048
154737,23546,5902
154738,47446,70421
154739,85212,123398
154740,48151,104720
154741,125637,30495
154742,94288,135427
154743,35398,97746
154744,18360,144824
154745,125547,31443
154746,16146,40335
154747,115841,70461
154748,17378,52673
154749,44559,117584
154750,91617,119380
154751,136769,82236
154752,110172,135875
154753,128580,68400
154754,40836,123590
154755,102337,14578
154756,86215,143406
154757,54776,60614
154758,60778,58995
154759,18720,107166
154760,109973,59047
154761,88653,113412
154762,72793,73320
154763,66345,42358
154764,47853,88521
154765,48235,50167
154766,23537,5756
154767,103190,2698
154768,92793,144570
154769,139011,16607
154770,3886,13032
154771,10619,14022
154772,107482,136698
154773,138443,13037
154774,17970,10961
154775,121364,61010
154776,51344,74982
154777,74970,4320
154778,33856,142555
154779,7586,42256
154780,85497,17527
154781,101953,86557
154782,92482,69586
154783,119235,20373
154784,98944,93072
154785,123542,122194
154786,89087,42399
154787,30717,12642
154788,37372,139178
154789,59505,10646
154790,97494,1402
154791,59479,110883
154792,50408,87510
154793,130834,52692
154794,122482,130385
154795,64562,83695
154796,112811,110393
154797,122391,73983
154798,88756,26322
154799,51933,83741
154800,26204,110947
154801,53086,126916
154802,101179,106797
154803,41862,2109
154804,24755,40918
154805,52904,13508
154806,110886,14124
154807,38263,10916
154808,133636,50884
154809,109581,44886
154810,102218,136247
154811,13340,66912
154812,57439,49608
154813,111342,12738
154814,74060,64991
154815,92457,41404
154816,30209,71724
154817,68446,93438
154818,65223,83560
154819,59686,104544
154820,82493,78002
154821,29209,51437
154822,47815,51410
154823,102200,121446
154824,122960,12318
154825,76863,106294
154826,101971,80153
154827,142243,84845
154828,30795,85149
154829,103258,11946
154830,83393,19997
154831,69992,97215
154832,75290,114914
154833,118552,103817
154834,49126,112703
154835,83450,97576
154836,59582,101396
154837,97967,39948
154838,27453,36567
154839,91449,79437
154840,91306,31284
154841,77832,122956
154842,116562,95169
154843,107975,48076
154844,6310,102666
154845,62912,20294
154846,63601,14677
154847,33099,90430
154848,71144,69550
154849,41006,139560
154850,33704,127512
154851,54850,40576
154852,18961,40307
154853,74797,142540
154854,64263,77927
154855,126433,9869
154856,73742,57329
154857,79953,119315
154858,60259,102905
154859,14127,55129
154860,78576,105539
154861,29492,69730
154862,35682,56008
154863,123329,116516
154864,54678,76461
154865,27483,77939
154866,89797,142172
154867,140573,2606
154868,39989,85424
154869,92274,129072
154870,89466,79524
154871,121584,133912
154872,43856,6862
154873,105272,83374
154874,136547,17503
154875,4996,92125
154876,121165,4080
154877,104048,81849
154878,5694,135242
154879,79074,97130
154880,59993,84734
154881,12357,123849
154882,91009,70184
154883,133478,133478
154884,134467,7702
154885,140608,58037
154886,112099,35234
154887,22917,28419
154888,110289,8612
154889,82490,114690
154890,52865,63495
154891,78637,6161
154892,144293,138448
154893,143397,1758
154894,117690,836
154895,103948,109558
154896,25720,102607
154897,14059,36833
154898,12596,115926
154899,128477,124785
154900,132484,27081
154901,2153,116451
154902,84135,92542
154903,88930,83442
154904,144450,46216
154905,24139,99780
154906,77673,37280
154907,101230,19678
154908,92614,70550
154909,16793,2628
154910,75220,75558
154911,21661,96723
154912,118551,134302
154913,15624,126660
154914,124349,131669
154915,6503,124215
154916,112485,112555
154917,101299,31198
154918,9964,114832
154919,53874,95688
154920,112508,82040
154921,59106,89889
154922,58060,121353
154923,68537,85564
154924,2456,72543
154925,85994,79828
154926,34824,134513
154927,67893,116730
154928,128513,94776
154929,63822,1362
154930,72393,113062
154931,56829,38803
154932,19236,124520
154933,1799,103482
154934,27287,121335
154935,117127,107895
154936,105662,40557
154937,69842,45933
154938,92511,141657
154939,9681,5761
154940,102272,102272
154941,12928,9598
154942,61386,28712
154943,9592,11581
154944,11693,82985
154945,67336,24298
154946,75854,59170
154947,50438,87501
154948,27454,59084
154949,36243,98196
154950,20533,35370
154951,54213,47089
154952,61270,121375
154953,133799,20997
154954,46257,143781
154955,111133,123615
154956,29710,63616
154957,56612,43202
154958,87067,24985
154959,38313,73888
154960,25365,111703
154961,130860,20853
154962,39264,94487
154963,115932,87393
154964,16222,113790
154965,47571,20076
154966,24709,13007
154967,119585,10958
154968,30311,132532
154969,85101,86544
154970,15400,94303
154971,1051,39752
154972,111189,29453
154973,119280,53543
154974,53411,31183
154975,97307,8076
154976,108694,139145
154977,104101,27267
154978,32737,133001
154979,2355,87883
154980,104372,103227
154981,102712,26498
154982,56290,102425
154983,97872,25343
154984,39767,118669
154985,117175,50884
154986,41089,117035
154987,103689,111018
154988,20361,74615
154989,11812,25892
154990,58739,110434
154991,6194,39976
154992,59840,51271
154993,69021,131963
154994,45436,21885
154995,15141,38558
154996,86763,21530
154997,10751,77253
154998,80952,104596
154999,141549,141245
155000,46265,78077
155001,25590,48669
155002,144579,54629
155003,123480,41387
155004,52827,115758
155005,4503,15950
155006,28320,68167
155007,7554,36379
155008,95882,135552
155009,6864,35111
155010,10650,99250
155011,84227,18515
155012,70574,34744
155013,39881,74483
155014,97503,87242
155015,2066,67920
155016,61075,74958
155017,81372,121256
155018,21706,74454
155019,52488,72423
155020,98272,85055
155021,126228,143790
155022,20877,61519
155023,125424,78502
155024,84725,7650
155025,3133,81628
155026,75040,48922
155027,92586,90588
155028,113319,63804
155029,117588,84323
155030,90564,25272
155031,46896,110491
155032,29355,104124
155033,107173,81854
155034,65477,84133
155035,76504,45991
155036,144943,103338
155037,56842,104294
155038,52029,18735
155039,126229,44034
155040,34199,138923
155041,32893,51849
155042,141756,79352
155043,97837,5897
155044,83131,25219
155045,51694,38956
155046,30986,41621
155047,43320,76624
155048,37649,37516
155049,98111,17386
155050,50920,15175
155051,68519,82050
155052,122276,106357
155053,39428,136228
155054,45771,102057
155055,75315,14985
155056,106027,109489
155057,104232,31959
155058,59648,76430
155059,100510,42477
155060,120881,34262
155061,26357,79405
155062,90309,30131
155063,94336,101785
155064,73107,102690
155065,52594,58605
155066,2972,136724
155067,77774,74664
155068,65428,78012
155069,36537,87721
155070,22917,44226
155071,85345,113125
155072,120466,31873
155073,131134,4923
155074,26445,108616
155075,70368,135103
155076,98992,123321
155077,127763,108990
155078,18662,36910
155079,117730,118
155080,75288,66721
155081,30080,96616
155082,104124,112246
155083,93846,3871
155084,112289,40434
155085,42120,93162
155086,4126,46038
155087,36385,47632
155088,3296,97515
155089,87922,123206
155090,144212,114838
155091,106461,19765
155092,125779,45879
155093,65964,102356
155094,41224,82020
155095,99097,9024
155096,86308,101399
155097,131192,69010
155098,23038,28573
155099,111602,40367
155100,82806,109475
155101,107003,61403
155102,42814,3563
155103,127460,51929
155104,32840,112440
155105,58348,71605
155106,118641,83890
155107,124017,29838
155108,24249,14400
155109,113784,115858
155110,37312,124928
155111,87679,4959
155112,68923,68923
155113,25096,110569
155114,48749,1515
155115,10502,119574
155116,83093,42055
155117,36349,140850
155118,89344,42628
155119,125591,3499
155120,69173,77725
155121,65723,29437
155122,120012,54458
155123,71821,87081
155124,52432,133370
155125,7161,62906
155126,108842,132923
155127,30854,10487
155128,48515,115571
155129,49827,102254
155130,32729,73041
155131,109712,141672
155132,10441,29091
155133,117542,37548
155134,103317,58082
155135,78243,16343
155136,122585,75989
155137,14602,84119
155138,133116,56301
155139,132735,41008
155140,78218,66701
155141,5870,58272
155142,19496,33162
155143,100366,141364
155144,80435,81325
155145,135083,31377
155146,92291,27127
155147,107631,77063
155148,208,2752
155149,141064,54044
155150,87270,14533
155151,3272,10087
155152,25097,143653
155153,19283,24313
155154,114723,132574
155155,82420,119186
155156,35147,68314
155157,144501,71738
155158,47581,17486
155159,122156,119298
155160,85898,35393
155161,59660,120383
155162,33337,12653
155163,19428,95185
155164,85497,138686
155165,71014,106940
155166,29394,71063
155167,54106,123537
155168,36970,50602
155169,111354,3609
155170,25127,33217
155171,110343,18128
155172,89005,81551
155173,60679,88937
155174,31158,22784
155175,6703,478
155176,124939,3031
155177,114211,142051
155178,34824,134880
155179,35923,44923
155180,141985,107000
155181,77487,13651
155182,49995,40735
155183,144737,132063
155184,121363,109393
155185,140604,24916
155186,131019,69189
155187,110947,41681
155188,31779,111405
155189,102705,517
155190,107521,54828
155191,11077,10767
155192,106423,19938
155193,59583,116684
155194,132927,93487
155195,71321,24361
155196,100346,116896
155197,131591,81233
155198,653,22565
155199,84677,138210
155200,6887,131142
155201,91823,105115
155202,84156,34096
155203,116164,73542
155204,95031,925
155205,33987,3659
155206,88217,86185
155207,41774,63045
155208,56729,50215
155209,40311,29455
155210,12570,123312
155211,15844,73181
155212,45503,100136
155213,22773,57188
155214,83757,86371
155215,86961,74206
155216,22528,46487
155217,64872,40137
155218,88178,25097
155219,138161,73001
155220,25504,61360
155221,144634,73181
155222,72243,97277
155223,66101,137811
155224,101169,33627
155225,103952,60530
155226,9118,105019
155227,34346,118393
155228,91793,76376
155229,133658,35087
155230,34504,45188
155231,18420,18104
155232,111310,7341
155233,40825,74692
155234,54888,113844
155235,67113,87877
155236,19508,61605
155237,31542,77893
155238,37803,119058
155239,37422,13251
155240,1684,124854
155241,84184,63404
155242,104603,112570
155243,134626,113089
155244,87029,88085
155245,116687,122041
155246,33848,82029
155247,56066,78132
155248,60033,85468
155249,23758,70952
155250,46115,78787
155251,26950,112627
155252,34405,103790
155253,69962,41120
155254,128753,41587
155255,13325,29616
155256,90940,41077
155257,72785,41699
155258,17292,117004
155259,1354,102595
155260,85062,142452
155261,137307,10755
155262,61300,42170
155263,40673,6512
155264,13022,127415
155265,85866,108195
155266,14294,90590
155267,36682,96995
155268,126999,83525
155269,83184,22490
155270,46697,120154
155271,54027,79663
155272,105862,23080
155273,118594,50458
155274,52052,110085
155275,116379,60625
155276,38703,26778
155277,28465,75851
155278,104783,17306
155279,125673,144907
155280,125701,114514
