cust,prod,day,month,year,state,quant,date
Mia,Apple,13,7,2017,NJ,87,7/13/17
Mia,Apple,26,2,2019,NJ,541,2/26/19
Mia,Dates,24,8,2017,PA,721,8/24/17
Mia,Jellies,22,2,2017,NJ,401,2/22/17
Mia,Jellies,26,5,2018,PA,985,5/26/18
Mia,Ham,1,8,2018,NJ,386,8/1/18
Mia,Ham,28,5,2020,NY,376,5/28/20
Mia,Dates,15,10,2019,PA,744,10/15/19
Mia,Butter,14,8,2016,NY,795,8/14/16
Mia,Grapes,11,6,2019,NY,179,6/11/19
Mia,Eggs,11,9,2019,NY,172,9/11/19
Mia,Jellies,15,12,2019,NY,818,12/15/19
Mia,Cherry,5,12,2018,CT,532,12/5/18
Mia,Eggs,7,9,2017,PA,266,9/7/17
Mia,Grapes,13,11,2018,CT,518,11/13/18
Mia,Ham,11,2,2016,PA,573,2/11/16
Mia,Ham,1,3,2020,NY,623,3/1/20
Mia,Dates,19,7,2018,PA,237,7/19/18
Mia,Grapes,8,11,2019,NJ,393,11/8/19
Mia,Ham,31,5,2019,NJ,396,5/31/19
Mia,Eggs,11,10,2017,NY,153,10/11/17
Mia,Ice,18,11,2019,NJ,978,11/18/19
Mia,Ham,1,2,2016,NY,714,2/1/16
Mia,Cherry,5,4,2020,CT,88,4/5/20
Mia,Jellies,5,4,2018,NY,815,4/5/18
Mia,Jellies,13,9,2019,CT,566,9/13/19
Mia,Apple,9,3,2016,CT,923,3/9/16
Mia,Jellies,28,11,2019,CT,536,11/28/19
Mia,Ice,12,4,2017,CT,538,4/12/17
Mia,Dates,16,5,2017,NY,34,5/16/17
Mia,Dates,1,1,2016,PA,865,1/1/16
Mia,Jellies,13,9,2016,NJ,554,9/13/16
Mia,Eggs,1,12,2016,NJ,398,12/1/16
Mia,Apple,6,1,2020,CT,381,1/6/20
Mia,Apple,14,4,2016,NY,295,4/14/16
Mia,Cherry,21,4,2016,NY,558,4/21/16
Mia,Grapes,30,9,2020,NY,765,9/30/20
Mia,Ice,23,12,2019,NY,418,12/23/19
Mia,Ice,16,6,2016,NY,692,6/16/16
Mia,Cherry,29,1,2016,NJ,813,1/29/16
Mia,Eggs,8,4,2019,NJ,598,4/8/19
Mia,Butter,5,5,2019,PA,542,5/5/19
Mia,Cherry,12,12,2018,PA,895,12/12/18
Mia,Jellies,28,10,2017,PA,92,10/28/17
Mia,Fish,16,8,2018,NY,534,8/16/18
Mia,Grapes,29,12,2016,PA,641,12/29/16
Mia,Butter,10,8,2017,PA,55,8/10/17
Mia,Fish,2,2,2017,NY,832,2/2/17
Mia,Apple,1,12,2018,PA,26,12/1/18
Mia,Jellies,13,6,2017,NY,948,6/13/17
Mia,Apple,10,4,2016,NJ,572,4/10/16
Mia,Eggs,4,4,2016,NJ,177,4/4/16
Mia,Jellies,22,10,2016,NJ,26,10/22/16
Mia,Cherry,22,12,2019,NJ,992,12/22/19
Mia,Cherry,10,9,2020,CT,742,9/10/20
Mia,Butter,29,12,2018,NJ,390,12/29/18
Mia,Jellies,3,9,2018,NJ,978,9/3/18
Mia,Ham,23,5,2019,CT,176,5/23/19
Mia,Jellies,4,7,2019,NY,938,7/4/19
Mia,Fish,31,10,2016,NY,242,10/31/16
Mia,Apple,10,5,2018,CT,624,5/10/18
Mia,Ham,6,7,2019,CT,545,7/6/19
Mia,Eggs,29,6,2018,PA,149,6/29/18
Mia,Cherry,27,2,2020,PA,703,2/27/20
Mia,Cherry,6,9,2016,CT,905,9/6/16
Mia,Eggs,1,8,2020,NJ,490,8/1/20
Mia,Dates,20,4,2018,PA,641,4/20/18
Mia,Ham,9,4,2018,PA,647,4/9/18
Mia,Jellies,7,6,2018,NY,483,6/7/18
Mia,Dates,10,8,2020,CT,960,8/10/20
Mia,Grapes,6,5,2019,CT,535,5/6/19
Mia,Fish,24,10,2018,NY,199,10/24/18
Mia,Ham,27,1,2020,NJ,16,1/27/20
Mia,Butter,8,1,2020,NY,790,1/8/20
Mia,Eggs,26,2,2019,PA,822,2/26/19
Mia,Jellies,12,3,2019,NJ,850,3/12/19
Mia,Cherry,18,10,2017,CT,449,10/18/17
Mia,Apple,5,6,2020,NJ,846,6/5/20
Mia,Butter,3,11,2018,NY,650,11/3/18
Mia,Apple,24,11,2017,NY,383,11/24/17
Mia,Grapes,23,8,2019,NJ,792,8/23/19
Mia,Jellies,30,12,2018,NY,295,12/30/18
Mia,Fish,15,11,2017,CT,293,11/15/17
Mia,Grapes,1,4,2018,PA,134,4/1/18
Mia,Ham,16,2,2017,CT,147,2/16/17
Mia,Ham,11,10,2019,CT,990,10/11/19
Mia,Fish,7,8,2016,PA,588,8/7/16
Mia,Butter,6,12,2017,PA,284,12/6/17
Mia,Ham,12,3,2020,PA,780,3/12/20
Mia,Jellies,28,8,2019,CT,475,8/28/19
Mia,Cherry,25,7,2020,NY,734,7/25/20
Mia,Cherry,3,6,2019,CT,435,6/3/19
Mia,Cherry,12,6,2016,NY,459,6/12/16
Mia,Apple,29,5,2018,NY,361,5/29/18
Mia,Grapes,25,1,2017,CT,779,1/25/17
Mia,Apple,18,11,2018,CT,795,11/18/18
Mia,Fish,14,7,2017,NY,262,7/14/17
Mia,Fish,5,4,2017,NY,497,4/5/17
Mia,Cherry,1,2,2019,NJ,665,2/1/19
Mia,Fish,15,7,2020,PA,951,7/15/20
Mia,Ham,29,4,2016,NJ,296,4/29/16
Mia,Ham,3,11,2017,NY,161,11/3/17
Mia,Eggs,24,5,2020,NJ,760,5/24/20
Mia,Butter,18,9,2017,CT,538,9/18/17
Mia,Grapes,26,9,2019,CT,288,9/26/19
Mia,Apple,18,4,2018,CT,606,4/18/18
Mia,Eggs,27,3,2017,NY,210,3/27/17
Mia,Dates,31,10,2016,PA,388,10/31/16
Mia,Butter,7,9,2016,NJ,221,9/7/16
Mia,Ham,6,9,2016,NJ,908,9/6/16
Mia,Eggs,12,2,2018,CT,696,2/12/18
Mia,Fish,6,2,2017,CT,878,2/6/17
Mia,Ice,20,11,2020,PA,755,11/20/20
Mia,Jellies,7,8,2019,PA,743,8/7/19
Mia,Ice,19,11,2016,CT,403,11/19/16
Mia,Eggs,9,8,2018,PA,855,8/9/18
Mia,Apple,29,11,2016,PA,695,11/29/16
Mia,Cherry,1,8,2019,PA,91,8/1/19
Mia,Ice,9,8,2020,CT,766,8/9/20
Mia,Ice,27,5,2020,NY,816,5/27/20
Mia,Jellies,30,9,2019,PA,483,9/30/19
Mia,Ham,22,6,2017,NY,902,6/22/17
Mia,Apple,11,12,2016,NJ,463,12/11/16
Mia,Grapes,24,12,2018,CT,446,12/24/18
Mia,Apple,3,4,2019,NJ,16,4/3/19
Mia,Grapes,11,3,2019,PA,564,3/11/19
Mia,Apple,6,10,2016,NJ,197,10/6/16
Mia,Dates,25,12,2020,PA,533,12/25/20
Mia,Eggs,12,9,2018,NY,39,9/12/18
Mia,Butter,2,10,2017,PA,616,10/2/17
Mia,Cherry,18,6,2018,CT,224,6/18/18
Mia,Eggs,11,3,2017,PA,428,3/11/17
Mia,Cherry,25,7,2017,NY,949,7/25/17
Mia,Eggs,29,3,2016,PA,99,3/29/16
Mia,Apple,23,12,2019,PA,958,12/23/19
Mia,Butter,10,9,2019,NY,735,9/10/19
Mia,Ham,11,11,2019,PA,690,11/11/19
Mia,Eggs,18,7,2018,PA,574,7/18/18
Mia,Fish,17,4,2020,CT,811,4/17/20
Mia,Cherry,4,10,2018,NY,725,10/4/18
Mia,Ice,25,12,2017,NJ,415,12/25/17
Mia,Ham,4,10,2019,NY,828,10/4/19
Mia,Eggs,25,2,2019,CT,83,2/25/19
Mia,Jellies,4,5,2017,NY,997,5/4/17
Mia,Fish,31,3,2017,PA,895,3/31/17
Mia,Ham,16,8,2017,CT,907,8/16/17
Mia,Grapes,18,2,2020,CT,397,2/18/20
Mia,Ham,11,12,2018,NJ,538,12/11/18
Mia,Eggs,1,6,2019,PA,126,6/1/19
Mia,Fish,10,8,2019,CT,857,8/10/19
Mia,Apple,1,8,2016,NJ,785,8/1/16
Mia,Fish,23,2,2019,NJ,740,2/23/19
Mia,Eggs,10,11,2020,NY,929,11/10/20
Mia,Dates,21,8,2020,NY,628,8/21/20
Mia,Eggs,12,4,2018,NY,897,4/12/18
Mia,Ice,6,3,2017,CT,653,3/6/17
Mia,Cherry,20,3,2017,NJ,358,3/20/17
Mia,Fish,9,12,2016,PA,696,12/9/16
Mia,Eggs,19,2,2018,PA,485,2/19/18
Mia,Butter,20,12,2018,NJ,314,12/20/18
Mia,Apple,18,5,2018,NJ,781,5/18/18
Mia,Grapes,8,11,2019,CT,28,11/8/19
Mia,Butter,6,8,2018,NY,179,8/6/18
Mia,Grapes,10,1,2017,NJ,477,1/10/17
Mia,Ham,6,8,2016,PA,731,8/6/16
Mia,Eggs,2,6,2016,NJ,751,6/2/16
Mia,Ham,15,2,2020,CT,806,2/15/20
Mia,Grapes,24,4,2019,PA,419,4/24/19
Mia,Fish,9,2,2017,NY,194,2/9/17
Mia,Cherry,21,1,2016,NY,945,1/21/16
Mia,Jellies,4,5,2020,NJ,379,5/4/20
Mia,Apple,12,5,2020,NJ,882,5/12/20
Mia,Grapes,28,8,2020,PA,975,8/28/20
Mia,Dates,7,8,2020,PA,923,8/7/20
Mia,Fish,4,1,2019,NJ,31,1/4/19
Mia,Fish,10,9,2018,NY,123,9/10/18
Mia,Apple,28,2,2018,PA,126,2/28/18
Mia,Ham,18,7,2018,PA,695,7/18/18
Mia,Grapes,9,8,2019,NY,843,8/9/19
Mia,Eggs,22,12,2019,CT,83,12/22/19
Mia,Jellies,9,2,2016,PA,464,2/9/16
Mia,Butter,25,3,2019,CT,795,3/25/19
Mia,Jellies,23,11,2016,NY,91,11/23/16
Mia,Jellies,6,5,2020,PA,666,5/6/20
Mia,Cherry,28,6,2017,NJ,289,6/28/17
Mia,Apple,18,5,2019,CT,391,5/18/19
Mia,Ice,9,3,2020,NJ,486,3/9/20
Mia,Eggs,25,12,2016,NJ,306,12/25/16
Mia,Eggs,29,6,2017,CT,997,6/29/17
Mia,Dates,13,5,2018,PA,549,5/13/18
Mia,Cherry,12,7,2018,NY,75,7/12/18
Mia,Butter,4,7,2017,NY,737,7/4/17
Mia,Fish,11,1,2016,NY,470,1/11/16
Mia,Eggs,29,10,2016,CT,583,10/29/16
Mia,Jellies,19,10,2020,NY,249,10/19/20
Mia,Grapes,13,6,2018,NJ,274,6/13/18
Mia,Apple,5,1,2020,NY,62,1/5/20
Mia,Fish,23,3,2017,NJ,480,3/23/17
Mia,Dates,24,12,2020,CT,421,12/24/20
Mia,Dates,18,4,2018,NJ,100,4/18/18
Mia,Apple,28,9,2020,NJ,392,9/28/20
Mia,Ice,11,2,2020,CT,137,2/11/20
Mia,Butter,19,7,2019,PA,330,7/19/19
Mia,Apple,28,5,2017,NY,345,5/28/17
Mia,Fish,5,3,2017,PA,770,3/5/17
Mia,Ham,16,6,2016,CT,170,6/16/16
Mia,Jellies,1,10,2019,NJ,837,10/1/19
Mia,Eggs,26,8,2017,NJ,877,8/26/17
Mia,Cherry,2,10,2020,CT,256,10/2/20
Mia,Grapes,7,8,2016,NY,749,8/7/16
Mia,Cherry,25,9,2016,PA,458,9/25/16
Mia,Fish,6,1,2020,PA,179,1/6/20
Mia,Ham,7,10,2019,PA,745,10/7/19
Mia,Dates,14,3,2016,PA,870,3/14/16
Mia,Dates,12,3,2017,NJ,544,3/12/17
Mia,Apple,14,5,2016,NY,40,5/14/16
Mia,Jellies,30,12,2018,PA,288,12/30/18
Mia,Jellies,16,9,2020,NJ,343,9/16/20
Mia,Eggs,27,8,2017,NY,752,8/27/17
Mia,Cherry,4,6,2018,NJ,215,6/4/18
Mia,Ham,28,5,2017,NJ,919,5/28/17
Mia,Grapes,30,8,2017,NJ,659,8/30/17
Mia,Eggs,21,6,2019,CT,433,6/21/19
Mia,Butter,1,8,2019,CT,244,8/1/19
Mia,Cherry,11,10,2017,NJ,690,10/11/17
Mia,Apple,20,8,2018,NJ,745,8/20/18
Mia,Butter,10,2,2018,CT,977,2/10/18
Mia,Apple,17,4,2020,NY,822,4/17/20
Mia,Jellies,24,5,2018,NY,541,5/24/18
Mia,Apple,20,11,2020,CT,136,11/20/20
Mia,Ham,14,1,2017,NY,937,1/14/17
Mia,Eggs,7,7,2018,PA,882,7/7/18
Mia,Jellies,5,2,2020,PA,269,2/5/20
Mia,Apple,10,6,2020,NJ,746,6/10/20
Mia,Butter,24,12,2018,NY,618,12/24/18
Mia,Butter,14,4,2018,CT,922,4/14/18
Mia,Ice,16,7,2016,CT,56,7/16/16
Mia,Ice,1,10,2018,NJ,855,10/1/18
Mia,Eggs,27,7,2019,CT,79,7/27/19
Mia,Jellies,15,1,2016,NJ,277,1/15/16
Mia,Apple,14,5,2019,CT,719,5/14/19
Mia,Fish,10,3,2016,PA,38,3/10/16
Mia,Jellies,29,5,2016,NY,173,5/29/16
Mia,Fish,26,3,2017,NJ,437,3/26/17
Mia,Ham,10,1,2020,NJ,645,1/10/20
Mia,Jellies,19,3,2020,NJ,601,3/19/20
Mia,Grapes,1,6,2018,NY,386,6/1/18
Mia,Cherry,24,6,2016,PA,731,6/24/16
Mia,Apple,16,8,2019,NY,156,8/16/19
Mia,Dates,18,9,2018,CT,987,9/18/18
Mia,Butter,20,8,2017,PA,94,8/20/17
Mia,Eggs,22,8,2019,NY,344,8/22/19
Mia,Eggs,6,9,2020,NJ,7,9/6/20
Mia,Grapes,1,10,2016,PA,488,10/1/16
Mia,Fish,10,3,2019,NY,784,3/10/19
Mia,Dates,13,7,2016,PA,505,7/13/16
Mia,Ham,27,9,2020,PA,548,9/27/20
Mia,Eggs,23,8,2019,NY,907,8/23/19
Mia,Dates,27,5,2020,PA,804,5/27/20
Mia,Cherry,22,9,2020,PA,839,9/22/20
Mia,Ice,23,8,2017,NY,618,8/23/17
Mia,Apple,13,8,2016,NY,476,8/13/16
Mia,Apple,24,4,2018,CT,848,4/24/18
Mia,Fish,30,8,2018,NY,200,8/30/18
Mia,Jellies,1,11,2020,CT,703,11/1/20
Mia,Apple,29,7,2019,NJ,559,7/29/19
Mia,Grapes,17,7,2019,NJ,218,7/17/19
Mia,Fish,14,12,2016,CT,565,12/14/16
Mia,Ham,29,1,2019,NY,511,1/29/19
Mia,Dates,27,10,2017,NY,442,10/27/17
Mia,Cherry,22,12,2018,PA,490,12/22/18
Mia,Ice,5,9,2018,CT,508,9/5/18
Mia,Grapes,10,12,2019,NY,450,12/10/19
Mia,Fish,23,3,2017,PA,509,3/23/17
Mia,Ice,16,8,2016,PA,142,8/16/16
Mia,Apple,6,7,2020,PA,170,7/6/20
Mia,Eggs,18,11,2020,NY,976,11/18/20
Mia,Jellies,3,4,2018,NY,629,4/3/18
Mia,Butter,13,4,2018,CT,384,4/13/18
Mia,Grapes,17,12,2018,NJ,271,12/17/18
Mia,Jellies,27,5,2019,PA,875,5/27/19
Mia,Cherry,6,9,2020,NY,355,9/6/20
Mia,Fish,20,1,2020,CT,768,1/20/20
Mia,Jellies,30,9,2016,NJ,646,9/30/16
Mia,Butter,22,12,2017,NY,695,12/22/17
Mia,Dates,24,7,2018,NY,509,7/24/18
Mia,Dates,21,3,2019,CT,278,3/21/19
Mia,Dates,2,5,2020,CT,295,5/2/20
Mia,Cherry,2,7,2019,NJ,239,7/2/19
Mia,Grapes,14,10,2018,PA,58,10/14/18
Mia,Ice,14,8,2016,PA,904,8/14/16
Mia,Ice,4,4,2020,NJ,707,4/4/20
Mia,Ham,2,3,2016,NJ,386,3/2/16
Mia,Ham,10,1,2020,PA,607,1/10/20
Mia,Fish,31,1,2019,NY,567,1/31/19
Mia,Apple,10,9,2020,PA,512,9/10/20
Mia,Cherry,2,6,2018,NJ,453,6/2/18
Mia,Apple,17,12,2017,NY,138,12/17/17
Mia,Cherry,11,2,2020,NY,13,2/11/20
Mia,Ice,20,6,2019,CT,262,6/20/19
Mia,Apple,24,3,2016,CT,114,3/24/16
Mia,Butter,8,3,2018,CT,806,3/8/18
Mia,Grapes,22,7,2018,CT,13,7/22/18
Mia,Ice,8,7,2016,NY,186,7/8/16
Mia,Butter,4,4,2016,CT,972,4/4/16
Mia,Ice,29,3,2016,CT,223,3/29/16
Mia,Eggs,30,10,2020,PA,562,10/30/20
Mia,Ham,2,8,2017,PA,301,8/2/17
Mia,Dates,18,2,2017,PA,608,2/18/17
Mia,Jellies,18,10,2016,CT,786,10/18/16
Mia,Apple,27,6,2018,CT,476,6/27/18
Mia,Cherry,18,8,2018,NJ,68,8/18/18
Mia,Apple,17,5,2019,NJ,731,5/17/19
Mia,Fish,27,9,2019,NJ,436,9/27/19
Mia,Fish,19,7,2019,NY,245,7/19/19
Mia,Butter,3,10,2019,PA,548,10/3/19
Mia,Eggs,12,4,2016,NJ,194,4/12/16
Mia,Grapes,9,9,2019,NJ,970,9/9/19
Mia,Ham,7,11,2019,NY,188,11/7/19
Mia,Dates,30,11,2018,CT,288,11/30/18
Mia,Apple,17,4,2019,NJ,264,4/17/19
Mia,Dates,23,2,2019,PA,670,2/23/19
Mia,Grapes,9,2,2019,CT,643,2/9/19
Mia,Jellies,15,4,2017,PA,970,4/15/17
Mia,Dates,14,3,2019,PA,826,3/14/19
Mia,Jellies,3,4,2016,NY,450,4/3/16
Mia,Eggs,10,10,2017,NY,623,10/10/17
Mia,Ice,20,3,2019,PA,667,3/20/19
Mia,Ham,7,5,2020,NJ,506,5/7/20
Mia,Cherry,24,4,2017,CT,31,4/24/17
Mia,Cherry,23,12,2019,NY,245,12/23/19
Mia,Apple,21,11,2020,PA,570,11/21/20
Mia,Jellies,19,2,2019,NJ,391,2/19/19
Mia,Ice,6,9,2017,PA,669,9/6/17
Mia,Grapes,10,2,2020,CT,738,2/10/20
Mia,Butter,18,11,2017,NY,744,11/18/17
Mia,Butter,18,9,2017,PA,602,9/18/17
Mia,Fish,29,7,2017,PA,110,7/29/17
Mia,Jellies,9,3,2018,PA,223,3/9/18
Mia,Ham,7,5,2018,NY,811,5/7/18
Mia,Butter,10,1,2019,PA,361,1/10/19
Mia,Jellies,11,1,2019,PA,589,1/11/19
Mia,Dates,9,8,2018,PA,548,8/9/18
Mia,Ham,21,8,2018,CT,301,8/21/18
Mia,Cherry,19,3,2019,NJ,893,3/19/19
Mia,Jellies,19,1,2017,CT,991,1/19/17
Mia,Cherry,6,5,2020,NY,588,5/6/20
Mia,Cherry,22,5,2020,NJ,50,5/22/20
Mia,Jellies,21,6,2016,PA,410,6/21/16
Mia,Butter,3,11,2018,NJ,947,11/3/18
Mia,Grapes,10,12,2016,NY,294,12/10/16
Mia,Apple,5,7,2018,CT,633,7/5/18
Mia,Ice,10,6,2018,NJ,632,6/10/18
Mia,Apple,1,2,2017,CT,686,2/1/17
Mia,Fish,3,5,2020,PA,752,5/3/20
Mia,Ham,10,8,2016,NY,983,8/10/16
Mia,Jellies,30,9,2017,PA,497,9/30/17
Mia,Ice,9,10,2018,CT,936,10/9/18
Mia,Jellies,16,3,2017,CT,601,3/16/17
Mia,Butter,28,8,2016,NJ,501,8/28/16
Mia,Grapes,10,9,2020,NY,501,9/10/20
Mia,Apple,28,10,2016,NJ,215,10/28/16
Mia,Ice,13,7,2016,PA,128,7/13/16
Mia,Ham,1,4,2020,NY,247,4/1/20
Mia,Eggs,21,2,2019,NJ,401,2/21/19
Mia,Cherry,24,3,2016,NJ,869,3/24/16
Mia,Eggs,23,9,2016,PA,213,9/23/16
Mia,Grapes,3,5,2019,NJ,156,5/3/19
Mia,Fish,7,11,2018,NY,157,11/7/18
Mia,Fish,28,5,2020,NY,306,5/28/20
Mia,Apple,17,4,2018,NY,345,4/17/18
Mia,Grapes,14,12,2018,CT,218,12/14/18
Mia,Eggs,4,10,2020,PA,175,10/4/20
Mia,Apple,12,6,2020,PA,91,6/12/20
Mia,Eggs,26,4,2016,NY,66,4/26/16
Mia,Eggs,3,4,2019,NY,539,4/3/19
Mia,Butter,17,6,2020,NY,480,6/17/20
Mia,Dates,19,8,2020,PA,434,8/19/20
Mia,Dates,16,3,2016,NJ,117,3/16/16
Mia,Cherry,30,5,2016,NJ,925,5/30/16
Mia,Ice,16,2,2016,CT,498,2/16/16
Mia,Apple,16,3,2017,CT,646,3/16/17
Mia,Eggs,25,11,2018,CT,760,11/25/18
Mia,Apple,28,4,2018,PA,150,4/28/18
Mia,Butter,30,11,2018,PA,352,11/30/18
Mia,Dates,13,1,2016,CT,219,1/13/16
Mia,Eggs,28,3,2017,NY,743,3/28/17
Mia,Dates,26,6,2020,NJ,988,6/26/20
Mia,Cherry,9,11,2018,CT,917,11/9/18
Mia,Jellies,5,11,2017,NJ,762,11/5/17
Mia,Jellies,2,4,2017,NJ,804,4/2/17
Mia,Dates,26,11,2016,NJ,648,11/26/16
Mia,Ham,1,1,2020,CT,496,1/1/20
Mia,Apple,1,2,2017,NY,112,2/1/17
Mia,Ice,13,9,2017,CT,620,9/13/17
Mia,Apple,2,1,2017,NJ,692,1/2/17
Mia,Fish,21,10,2018,PA,311,10/21/18
Mia,Jellies,12,6,2018,NY,758,6/12/18
Mia,Cherry,8,5,2020,NJ,357,5/8/20
Mia,Apple,21,7,2019,PA,546,7/21/19
Mia,Eggs,20,12,2017,PA,173,12/20/17
Mia,Ice,31,8,2018,CT,72,8/31/18
Mia,Jellies,15,7,2018,NJ,111,7/15/18
Mia,Fish,7,2,2017,PA,901,2/7/17
Mia,Grapes,13,9,2017,PA,834,9/13/17
Mia,Butter,29,10,2016,NY,579,10/29/16
Mia,Cherry,21,3,2019,NY,763,3/21/19
Mia,Apple,2,5,2017,PA,795,5/2/17
Mia,Grapes,28,7,2017,NJ,333,7/28/17
Mia,Butter,16,4,2017,NY,265,4/16/17
Mia,Apple,9,12,2019,NJ,412,12/9/19
Mia,Cherry,28,6,2016,NY,571,6/28/16
Mia,Butter,25,10,2020,CT,181,10/25/20
Mia,Ice,14,10,2016,NY,974,10/14/16
Mia,Eggs,29,3,2019,NJ,767,3/29/19
Mia,Eggs,13,9,2020,NJ,300,9/13/20
Mia,Jellies,17,8,2017,PA,504,8/17/17
Mia,Dates,28,8,2017,NY,206,8/28/17
Mia,Butter,19,12,2019,CT,401,12/19/19
Mia,Cherry,23,7,2017,CT,723,7/23/17
Mia,Dates,2,2,2020,CT,536,2/2/20
Mia,Apple,18,8,2019,CT,431,8/18/19
Mia,Eggs,18,4,2016,NY,321,4/18/16
Mia,Dates,30,8,2018,NJ,160,8/30/18
Mia,Fish,5,8,2016,NY,27,8/5/16
Mia,Grapes,21,5,2019,PA,22,5/21/19
Mia,Apple,30,6,2018,NY,587,6/30/18
Mia,Apple,11,8,2018,CT,850,8/11/18
Mia,Dates,28,8,2017,CT,308,8/28/17
Mia,Dates,1,12,2018,CT,287,12/1/18
Mia,Apple,19,12,2017,NJ,139,12/19/17
Mia,Dates,19,8,2016,PA,657,8/19/16
Mia,Apple,17,1,2017,CT,518,1/17/17
Mia,Dates,25,10,2019,PA,832,10/25/19
Mia,Grapes,22,10,2019,NY,110,10/22/19
Mia,Grapes,28,10,2020,NY,19,10/28/20
Mia,Eggs,14,11,2017,NY,275,11/14/17
Mia,Jellies,27,5,2018,CT,487,5/27/18
Mia,Eggs,10,4,2016,PA,188,4/10/16
Mia,Ham,9,7,2016,NJ,961,7/9/16
Mia,Butter,22,4,2016,CT,618,4/22/16
Mia,Butter,22,6,2016,CT,888,6/22/16
Mia,Cherry,29,9,2017,NJ,315,9/29/17
Mia,Apple,27,11,2017,NJ,743,11/27/17
Mia,Ham,8,10,2017,CT,209,10/8/17
Mia,Cherry,11,2,2019,NY,811,2/11/19
Mia,Cherry,7,9,2017,CT,377,9/7/17
Mia,Ice,24,6,2020,NY,602,6/24/20
Mia,Apple,28,6,2020,CT,652,6/28/20
Mia,Jellies,12,1,2020,CT,279,1/12/20
Mia,Eggs,5,4,2017,NY,809,4/5/17
Mia,Cherry,31,3,2019,NJ,958,3/31/19
Mia,Ham,30,4,2020,PA,498,4/30/20
Mia,Ham,19,12,2020,PA,805,12/19/20
Mia,Cherry,18,7,2020,NY,304,7/18/20
Mia,Grapes,4,7,2016,PA,138,7/4/16
Mia,Jellies,22,3,2019,CT,99,3/22/19
Mia,Cherry,3,11,2019,NJ,778,11/3/19
Mia,Ham,27,7,2019,PA,535,7/27/19
Mia,Apple,20,4,2019,NY,612,4/20/19
Mia,Ham,4,11,2020,PA,720,11/4/20
Mia,Jellies,22,1,2018,NY,809,1/22/18
Mia,Eggs,16,4,2019,NJ,461,4/16/19
Mia,Apple,17,2,2019,CT,923,2/17/19
Mia,Apple,28,2,2018,NY,474,2/28/18
Mia,Cherry,23,11,2018,PA,882,11/23/18
Mia,Eggs,18,6,2017,NY,17,6/18/17
Mia,Cherry,29,8,2018,PA,926,8/29/18
Mia,Grapes,27,1,2019,NJ,377,1/27/19
Mia,Butter,29,5,2017,CT,520,5/29/17
Mia,Apple,8,3,2020,CT,860,3/8/20
Mia,Cherry,3,12,2020,NY,537,12/3/20
Mia,Ham,18,10,2018,NY,659,10/18/18
Mia,Eggs,15,12,2018,PA,959,12/15/18
Mia,Grapes,3,11,2019,NJ,621,11/3/19
Mia,Ice,14,10,2017,NJ,729,10/14/17
Mia,Jellies,13,2,2017,PA,10,2/13/17
Mia,Jellies,5,5,2016,NJ,581,5/5/16
Mia,Apple,18,9,2018,CT,565,9/18/18
Mia,Grapes,23,3,2017,NJ,658,3/23/17
Mia,Dates,6,8,2018,NY,527,8/6/18
Mia,Grapes,4,1,2018,CT,447,1/4/18
Mia,Jellies,7,9,2019,PA,483,9/7/19
Mia,Grapes,4,1,2016,NY,22,1/4/16
Mia,Ice,12,4,2019,PA,25,4/12/19
Mia,Grapes,20,11,2020,PA,840,11/20/20
Mia,Dates,5,6,2018,PA,846,6/5/18
Mia,Eggs,17,3,2019,NY,820,3/17/19
Mia,Jellies,7,7,2018,NJ,180,7/7/18
Mia,Dates,19,11,2020,PA,767,11/19/20
Mia,Ice,5,7,2016,CT,456,7/5/16
Mia,Cherry,17,2,2016,PA,301,2/17/16
Mia,Butter,21,2,2020,CT,221,2/21/20
Mia,Fish,7,7,2017,NJ,359,7/7/17
Mia,Butter,6,5,2020,NY,23,5/6/20
Mia,Butter,8,12,2017,NY,494,12/8/17
Mia,Dates,3,4,2020,PA,215,4/3/20
Mia,Ice,12,12,2018,PA,591,12/12/18
Mia,Jellies,25,10,2018,NY,361,10/25/18
Mia,Jellies,14,6,2018,NY,750,6/14/18
Mia,Butter,11,10,2017,PA,614,10/11/17
Mia,Jellies,9,2,2020,CT,873,2/9/20
Mia,Ice,17,4,2017,NJ,670,4/17/17
Mia,Eggs,18,6,2017,CT,340,6/18/17
Mia,Dates,14,7,2017,CT,947,7/14/17
Mia,Butter,9,9,2020,PA,189,9/9/20
Mia,Ice,24,9,2016,NY,823,9/24/16
Mia,Butter,7,6,2018,NJ,407,6/7/18
Mia,Jellies,17,1,2016,NY,765,1/17/16
Mia,Eggs,25,10,2020,NJ,725,10/25/20
Mia,Ice,4,11,2016,NY,987,11/4/16
Mia,Ham,12,2,2016,NJ,882,2/12/16
Mia,Apple,14,12,2016,NY,531,12/14/16
Mia,Fish,26,6,2017,PA,975,6/26/17
Mia,Ice,5,8,2019,NJ,519,8/5/19
Mia,Jellies,4,2,2016,PA,339,2/4/16
Mia,Ham,21,2,2020,CT,39,2/21/20
Mia,Butter,26,1,2020,CT,414,1/26/20
Mia,Butter,17,2,2018,CT,313,2/17/18
Mia,Apple,12,7,2020,PA,393,7/12/20
Mia,Ice,11,10,2016,NJ,223,10/11/16
Mia,Jellies,21,2,2017,NY,329,2/21/17
Mia,Grapes,25,9,2020,CT,708,9/25/20
Mia,Apple,4,8,2020,NY,599,8/4/20
